i,j,k,a,b,c,val
4,3,3,4,2,4,0.38196601125010404 - 2.6208810399695902e-17im
4,3,3,4,3,1,-0.38196601125010454 - 1.3031376852609562e-16im
4,3,3,4,3,2,-0.38196601125010454 + 1.3104405199847979e-17im
4,3,3,4,3,3,-0.6180339887498938 + 1.3723111286221149e-16im
4,3,3,4,3,4,-0.18558516575586723 + 6.3670147068488734e-18im
4,3,4,1,1,1,-0.7861513777574233 + 2.6971107111953008e-17im
4,3,4,1,1,2,0.6180339887498938 + 1.1602773984650711e-16im
4,3,4,1,2,6,0.9999999999999999 + 1.23259516440783e-32im
4,3,4,1,3,5,-0.9999999999999997 + 3.430777821555287e-17im
4,3,4,1,4,3,-0.7861513777574232 + 2.6971107111953008e-17im
4,3,4,1,4,7,0.6180339887498938 + 1.1602773984650711e-16im
4,3,4,2,1,4,-0.48586827175664615 + 1.6669060909401096e-17im
4,3,4,2,1,5,0.6180339887498952 - 2.7733391199176196e-32im
4,3,4,2,1,6,-0.38196601125010476 - 5.860468166312392e-17im
4,3,4,2,1,7,0.4858682717566448 + 9.121536753841144e-17im
4,3,4,2,2,1,-0.7861513777574233 - 2.6971107111953008e-17im
4,3,4,2,2,3,0.6180339887498938 - 1.1602773984650711e-16im
4,3,4,2,3,2,0.6180339887498952 - 4.2406746031409807e-17im
4,3,4,2,3,6,-0.6180339887498947 + 6.361011904711468e-17im
4,3,4,2,3,7,-0.4858682717566448 - 7.45463066290101e-17im
4,3,4,2,4,2,0.4858682717566451 + 9.121536753841112e-17im
4,3,4,2,4,4,-0.6180339887498947 + 2.1203373015704894e-17im
4,3,4,2,4,5,-0.4858682717566448 - 1.0788442844781201e-16im
4,3,4,2,4,6,0.30028310600077757 - 2.0604092405104065e-17im
4,3,4,2,4,7,0.23606797749978922 + 4.4318652983535017e-17im
4,3,4,3,1,3,0.6180339887498952 + 0.0im
4,3,4,3,1,6,-0.6180339887498948 + 2.1203373015704894e-17im
4,3,4,3,1,7,-0.4858682717566448 + 1.0788442844781201e-16im
4,3,4,3,2,5,-0.9999999999999996 - 3.430777821555293e-17im
4,3,4,3,3,1,-0.4858682717566448 + 1.6669060909400982e-17im
4,3,4,3,3,2,0.38196601125010526 - 9.791789726266766e-17im
4,3,4,3,3,3,0.38196601125010526 + 7.170908686297165e-17im
4,3,4,3,3,6,0.6180339887498952 - 4.2406746031409794e-17im
4,3,4,3,3,7,-0.3002831060007771 + 1.0302046202551995e-17im
4,3,4,3,4,1,0.6180339887498943 - 4.0337200434855827e-32im
4,3,4,3,4,2,-0.48586827175664565 + 1.0788442844781208e-16im
4,3,4,3,4,3,0.30028310600077734 + 0.0im
4,3,4,3,4,6,0.4858682717566451 - 1.2455348935721305e-16im
4,3,4,3,4,7,-0.2360679774997889 + 5.241762079939183e-17im
4,3,4,4,1,3,0.4858682717566451 + 9.121536753841112e-17im
4,3,4,4,1,4,-0.6180339887498948 + 2.1203373015704894e-17im
4,3,4,4,1,5,-0.4858682717566448 + 1.0788442844781201e-16im
4,3,4,4,1,6,0.3002831060007775 + 1.1274839487010363e-16im
4,3,4,4,1,7,0.23606797749978925 + 4.431865298353481e-17im
4,3,4,4,2,2,-0.7861513777574233 - 2.6971107111953008e-17im
4,3,4,4,2,7,0.6180339887498938 - 1.160277398465071e-16im
4,3,4,4,3,1,0.6180339887498943 - 4.2406746031409844e-17im
4,3,4,4,3,2,0.30028310600077734 - 2.0604092405104092e-17im
4,3,4,4,3,3,-0.48586827175664565 - 7.454630662901008e-17im
4,3,4,4,3,6,0.4858682717566451 + 5.787724571960919e-17im
4,3,4,4,3,7,-0.2360679774997889 - 3.6219685167678075e-17im
4,3,4,4,4,1,0.4858682717566448 + 9.121536753841092e-17im
4,3,4,4,4,2,0.23606797749978914 + 4.431865298353526e-17im
4,3,4,4,4,3,0.23606797749978914 + 4.431865298353491e-17im
4,3,4,4,4,4,-0.7861513777574233 + 2.6971107111953005e-17im
4,3,4,4,4,5,0.3819660112501043 + 1.7450832615830558e-32im
4,3,4,4,4,6,-0.23606797749978906 - 3.621968516767813e-17im
4,3,4,4,4,7,0.11469794024490895 + 2.153302733169263e-17im
4,4,1,1,1,1,1.0 + 0.0im
4,4,1,1,2,2,1.0 + 0.0im
4,4,1,1,3,3,0.9999999999999999 + 0.0im
4,4,1,2,1,1,1.272019649514069 + 0.0im
4,4,1,2,2,3,0.9999999999999999 + 0.0im
4,4,1,2,3,2,0.9999999999999994 + 0.0im
4,4,1,2,3,3,0.485868271756646 + 0.0im
4,4,1,3,1,3,0.9999999999999999 + 0.0im
4,4,1,3,2,2,1.272019649514069 + 0.0im
4,4,1,3,3,1,0.9999999999999994 + 0.0im
4,4,1,3,3,3,0.4858682717566443 + 0.0im
4,4,1,4,1,2,0.6180339887498952 + 0.0im
4,4,1,4,1,3,0.7861513777574228 + 0.0im
4,4,1,4,2,1,1.618033988749895 + 0.0im
4,4,1,4,3,2,0.7861513777574238 + 0.0im
4,4,1,4,3,3,0.9999999999999994 + 0.0im
4,4,1,5,1,2,-0.7861513777574233 - 2.6971107111953008e-17im
4,4,1,5,1,3,0.6180339887498938 - 1.160277398465071e-16im
4,4,1,5,3,2,0.6180339887498941 - 1.160277398465067e-16im
4,4,1,5,3,3,-0.4858682717566454 + 1.9909979598622284e-16im
4,4,1,6,1,2,-0.7861513777574233 + 2.6971107111953008e-17im
4,4,1,6,1,3,0.6180339887498938 + 1.160277398465071e-16im
4,4,1,6,3,2,0.6180339887498941 + 1.160277398465067e-16im
4,4,1,6,3,3,-0.4858682717566454 - 1.9909979598622284e-16im
4,4,1,7,1,2,0.9999999999999994 + 0.0im
4,4,1,7,1,3,0.48586827175664427 + 0.0im
4,4,1,7,2,3,1.272019649514069 + 0.0im
4,4,1,7,3,1,1.2720196495140683 + 0.0im
4,4,1,7,3,2,0.4858682717566443 + 0.0im
4,4,1,7,3,3,0.23606797749978947 + 0.0im
4,4,2,1,1,1,1.0 + 8.628166150854809e-32im
4,4,2,1,2,2,1.0 - 2.4651903288156602e-32im
4,4,2,1,3,3,0.9999999999999999 - 4.9303806576313194e-32im
4,4,2,1,4,4,0.9999999999999999 - 2.46519032881566e-32im
4,4,2,2,1,1,-0.7861513777574223 + 1.7456067208541656e-16im
4,4,2,2,2,4,0.9999999999999999 - 2.46519032881566e-32im
4,4,2,2,3,3,-0.7861513777574235 - 1.7456067208541654e-16im
4,4,2,2,4,2,0.9999999999999994 + 0.0im
4,4,2,2,4,4,0.48586827175664515 - 1.7246737959250636e-31im
4,4,2,3,1,3,-0.7861513777574239 + 2.697110711195304e-17im
4,4,2,3,1,4,-0.618033988749894 + 1.3723111286221203e-16im
4,4,2,3,2,2,-0.7861513777574223 - 1.745606720854166e-16im
4,4,2,3,3,1,-0.7861513777574232 - 8.091332133585902e-17im
4,4,2,3,3,4,0.6180339887498938 + 1.5843448587791682e-16im
4,4,2,3,4,1,-0.6180339887498938 + 9.482436683080176e-17im
4,4,2,3,4,3,0.6180339887498938 + 1.1602773984650711e-16im
4,4,2,3,4,4,-0.30028310600077707 - 6.667624363760411e-17im
4,4,2,4,1,2,0.6180339887498952 + 0.0im
4,4,2,4,1,4,0.7861513777574228 + 0.0im
4,4,2,4,3,2,-0.6180339887498955 - 2.1203373015704897e-17im
4,4,2,4,3,4,-0.7861513777574233 - 2.6971107111952987e-17im
4,4,2,4,4,2,-0.48586827175664565 - 1.0788442844781203e-16im
4,4,2,4,4,4,-0.6180339887498938 - 1.3723111286221149e-16im
4,4,2,5,1,2,0.4858682717566451 - 9.121536753841112e-17im
4,4,2,5,1,3,0.7861513777574228 + 0.0im
4,4,2,5,1,4,-0.3819660112501049 + 1.5652257892579095e-16im
4,4,2,5,2,1,-1.2720196495140685 - 4.3640168021354e-17im
4,4,2,5,3,2,0.7861513777574238 + 5.3942214223906053e-17im
4,4,2,5,3,4,-0.6180339887498938 + 9.482436683080176e-17im
4,4,2,5,4,2,-0.38196601125010454 - 1.3104405199847979e-17im
4,4,2,5,4,3,0.9999999999999994 + 0.0im
4,4,2,5,4,4,0.3002831060007767 - 5.637419743505184e-17im
4,4,2,6,1,2,-0.7861513777574233 + 2.6971107111953008e-17im
4,4,2,6,1,4,0.6180339887498938 + 1.160277398465071e-16im
4,4,2,6,2,3,1.272019649514069 - 9.407311614136704e-32im
4,4,2,6,3,1,0.7861513777574235 + 5.3942214223906066e-17im
4,4,2,6,3,2,-0.48586827175664526 - 1.0788442844781213e-16im
4,4,2,6,3,4,0.3819660112501051 + 1.6962698412563905e-16im
4,4,2,6,4,1,-1.0 - 3.430777821555289e-17im
4,4,2,6,4,2,-0.3819660112501045 - 1.5652257892579103e-16im
4,4,2,6,4,4,0.30028310600077707 + 1.8972668471025934e-16im
4,4,2,7,1,2,-0.6180339887498938 + 1.3723111286221149e-16im
4,4,2,7,1,3,0.6180339887498938 + 1.160277398465071e-16im
4,4,2,7,1,4,-0.30028310600077707 + 6.667624363760339e-17im
4,4,2,7,2,4,-0.7861513777574222 - 1.7456067208541654e-16im
4,4,2,7,3,1,0.6180339887498945 - 7.362099381509678e-17im
4,4,2,7,3,2,0.6180339887498941 + 1.5843448587791645e-16im
4,4,2,7,3,4,0.30028310600077707 + 7.697828984015561e-17im
4,4,2,7,4,1,0.48586827175664465 - 1.824307350768225e-16im
4,4,2,7,4,2,-0.3002831060007766 - 6.667624363760379e-17im
4,4,2,7,4,3,-0.4858682717566454 - 1.9909979598622284e-16im
4,4,2,7,4,4,-0.14589803375031493 - 3.239587126342743e-17im
4,4,3,1,1,1,1.0 - 8.628166150854809e-32im
4,4,3,1,2,2,1.0 + 2.4651903288156602e-32im
4,4,3,1,3,3,0.9999999999999999 + 4.9303806576313194e-32im
4,4,3,1,4,4,0.9999999999999999 + 2.46519032881566e-32im
4,4,3,2,1,1,-0.7861513777574223 - 1.7456067208541656e-16im
4,4,3,2,2,4,0.9999999999999999 + 2.46519032881566e-32im
4,4,3,2,3,3,-0.7861513777574235 + 1.7456067208541654e-16im
4,4,3,2,4,2,0.9999999999999994 + 0.0im
4,4,3,2,4,4,0.48586827175664515 + 1.7246737959250636e-31im
4,4,3,3,1,3,-0.7861513777574239 - 2.697110711195304e-17im
4,4,3,3,1,4,-0.618033988749894 - 1.3723111286221203e-16im
4,4,3,3,2,2,-0.7861513777574223 + 1.745606720854166e-16im
4,4,3,3,3,1,-0.7861513777574232 + 8.091332133585902e-17im
4,4,3,3,3,4,0.6180339887498938 - 1.5843448587791682e-16im
4,4,3,3,4,1,-0.6180339887498938 - 9.482436683080176e-17im
4,4,3,3,4,3,0.6180339887498938 - 1.1602773984650711e-16im
4,4,3,3,4,4,-0.30028310600077707 + 6.667624363760411e-17im
4,4,3,4,1,2,0.6180339887498952 + 0.0im
4,4,3,4,1,4,0.7861513777574228 + 0.0im
4,4,3,4,3,2,-0.6180339887498955 + 2.1203373015704897e-17im
4,4,3,4,3,4,-0.7861513777574233 + 2.6971107111952987e-17im
4,4,3,4,4,2,-0.48586827175664565 + 1.0788442844781203e-16im
4,4,3,4,4,4,-0.6180339887498938 + 1.3723111286221149e-16im
4,4,3,5,1,2,-0.7861513777574233 - 2.6971107111953008e-17im
4,4,3,5,1,4,0.6180339887498938 - 1.160277398465071e-16im
4,4,3,5,2,3,1.272019649514069 + 9.407311614136704e-32im
4,4,3,5,3,1,0.7861513777574235 - 5.3942214223906066e-17im
4,4,3,5,3,2,-0.48586827175664526 + 1.0788442844781213e-16im
4,4,3,5,3,4,0.3819660112501051 - 1.6962698412563905e-16im
4,4,3,5,4,1,-1.0 + 3.430777821555289e-17im
4,4,3,5,4,2,-0.3819660112501045 + 1.5652257892579103e-16im
4,4,3,5,4,4,0.30028310600077707 - 1.8972668471025934e-16im
4,4,3,6,1,2,0.4858682717566451 + 9.121536753841112e-17im
4,4,3,6,1,3,0.7861513777574228 + 0.0im
4,4,3,6,1,4,-0.3819660112501049 - 1.5652257892579095e-16im
4,4,3,6,2,1,-1.2720196495140685 + 4.3640168021354e-17im
4,4,3,6,3,2,0.7861513777574238 - 5.3942214223906053e-17im
4,4,3,6,3,4,-0.6180339887498938 - 9.482436683080176e-17im
4,4,3,6,4,2,-0.38196601125010454 + 1.3104405199847979e-17im
4,4,3,6,4,3,0.9999999999999994 + 0.0im
4,4,3,6,4,4,0.3002831060007767 + 5.637419743505184e-17im
4,4,3,7,1,2,-0.6180339887498938 - 1.3723111286221149e-16im
4,4,3,7,1,3,0.6180339887498938 - 1.160277398465071e-16im
4,4,3,7,1,4,-0.30028310600077707 - 6.667624363760339e-17im
4,4,3,7,2,4,-0.7861513777574222 + 1.7456067208541654e-16im
4,4,3,7,3,1,0.6180339887498945 + 7.362099381509678e-17im
4,4,3,7,3,2,0.6180339887498941 - 1.5843448587791645e-16im
4,4,3,7,3,4,0.30028310600077707 - 7.697828984015561e-17im
4,4,3,7,4,1,0.48586827175664465 + 1.824307350768225e-16im
4,4,3,7,4,2,-0.3002831060007766 + 6.667624363760379e-17im
4,4,3,7,4,3,-0.4858682717566454 + 1.9909979598622284e-16im
4,4,3,7,4,4,-0.14589803375031493 + 3.239587126342743e-17im
4,4,4,1,1,1,1.0 + 0.0im
4,4,4,1,2,2,1.0 + 0.0im
4,4,4,1,3,3,1.0 + 0.0im
4,4,4,1,4,4,0.9999999999999999 + 0.0im
4,4,4,1,5,5,0.9999999999999999 + 2.4651903288156597e-32im
4,4,4,1,6,6,0.9999999999999999 - 2.4651903288156597e-32im
4,4,4,1,7,7,0.9999999999999999 + 0.0im
4,4,4,2,1,2,1.0 + 0.0im
4,4,4,2,2,1,0.9999999999999994 + 0.0im
4,4,4,2,2,2,0.4858682717566443 + 0.0im
4,4,4,2,3,7,0.9999999999999999 + 0.0im
4,4,4,2,4,4,1.272019649514069 + 0.0im
4,4,4,2,5,5,-0.7861513777574223 + 1.7456067208541654e-16im
4,4,4,2,6,6,-0.7861513777574223 - 1.7456067208541654e-16im
4,4,4,2,7,3,0.9999999999999994 + 0.0im
4,4,4,2,7,7,0.4858682717566443 + 0.0im
4,4,4,3,1,3,1.0 + 0.0im
4,4,4,3,2,4,0.618033988749896 + 0.0im
4,4,4,3,2,5,0.48586827175664543 - 9.121536753841159e-17im
4,4,4,3,2,6,0.48586827175664543 + 9.121536753841159e-17im
4,4,4,3,2,7,0.38196601125010404 + 0.0im
4,4,4,3,3,1,0.9999999999999994 + 0.0im
4,4,4,3,3,3,0.4858682717566443 + 0.0im
4,4,4,3,4,2,0.6180339887498952 + 0.0im
4,4,4,3,4,7,0.7861513777574228 + 0.0im
4,4,4,3,5,2,0.4858682717566451 - 1.2455348935721305e-16im
4,4,4,3,5,6,0.7861513777574228 - 5.394221422390598e-17im
4,4,4,3,5,7,-0.3819660112501049 + 1.3104405199847974e-17im
4,4,4,3,6,2,0.4858682717566451 + 1.2455348935721305e-16im
4,4,4,3,6,5,0.7861513777574228 + 5.394221422390598e-17im
4,4,4,3,6,7,-0.3819660112501049 - 1.3104405199847974e-17im
4,4,4,3,7,2,0.3819660112501041 + 0.0im
4,4,4,3,7,4,0.7861513777574228 + 0.0im
4,4,4,3,7,5,-0.3819660112501049 - 1.3104405199847974e-17im
4,4,4,3,7,6,-0.3819660112501049 + 1.3104405199847974e-17im
4,4,4,3,7,7,0.1855851657558679 + 0.0im
4,4,4,4,1,4,0.9999999999999999 + 0.0im
4,4,4,4,2,3,0.6180339887498952 + 0.0im
4,4,4,4,2,7,0.7861513777574228 + 0.0im
4,4,4,4,3,4,1.272019649514069 + 0.0im
4,4,4,4,4,1,0.3819660112501048 + 0.0im
4,4,4,4,4,2,0.4858682717566463 + 0.0im
4,4,4,4,4,3,0.4858682717566463 + 0.0im
4,4,4,4,4,7,0.6180339887498952 + 0.0im
4,4,4,4,5,1,-0.4858682717566458 + 1.6669060909400982e-17im
4,4,4,4,5,2,-0.6180339887498955 + 2.1203373015704928e-17im
4,4,4,4,5,3,0.38196601125010526 + 7.170908686297165e-17im
4,4,4,4,5,7,0.4858682717566451 + 9.121536753841114e-17im
4,4,4,4,6,1,-0.4858682717566458 - 1.6669060909400982e-17im
4,4,4,4,6,2,-0.6180339887498955 - 2.1203373015704928e-17im
4,4,4,4,6,3,0.38196601125010526 - 7.170908686297165e-17im
4,4,4,4,6,7,0.4858682717566451 - 9.121536753841114e-17im
4,4,4,4,7,1,0.6180339887498957 + 0.0im
4,4,4,4,7,2,0.7861513777574238 + 0.0im
4,4,4,4,7,3,0.30028310600077734 + 0.0im
4,4,4,4,7,7,0.38196601125010404 + 0.0im
4,4,4,5,1,5,0.9999999999999999 + 4.9303806576313194e-32im
4,4,4,5,2,3,0.4858682717566451 - 9.121536753841112e-17im
4,4,4,5,2,6,0.7861513777574228 + 0.0im
4,4,4,5,2,7,-0.3819660112501049 + 1.5652257892579095e-16im
4,4,4,5,3,5,-0.7861513777574222 - 1.7456067208541661e-16im
4,4,4,5,4,1,-0.4858682717566458 - 1.6669060909401007e-17im
4,4,4,5,4,2,0.38196601125010526 - 7.170908686297165e-17im
4,4,4,5,4,3,-0.6180339887498955 - 2.120337301570494e-17im
4,4,4,5,4,7,0.4858682717566451 - 9.12153675384111e-17im
4,4,4,5,5,1,-0.3819660112501048 + 8.481349206281955e-17im
4,4,4,5,5,2,0.30028310600077723 - 1.3335248727520813e-16im
4,4,4,5,5,3,0.30028310600077723 + 2.2197801987717472e-32im
4,4,4,5,5,6,-0.7861513777574233 + 2.6971107111952987e-17im
4,4,4,5,5,7,-0.23606797749978906 + 5.24176207993919e-17im
4,4,4,5,6,1,0.6180339887498957 + 4.240674603140988e-17im
4,4,4,5,6,2,-0.48586827175664565 + 7.454630662901008e-17im
4,4,4,5,6,3,-0.48586827175664565 + 7.454630662901008e-17im
4,4,4,5,6,7,0.38196601125010404 - 1.4341817372594303e-16im
4,4,4,5,7,1,0.4858682717566458 - 9.121536753841114e-17im
4,4,4,5,7,2,-0.38196601125010454 + 1.5652257892579152e-16im
4,4,4,5,7,3,0.23606797749978914 - 4.431865298353491e-17im
4,4,4,5,7,6,-0.6180339887498938 + 1.3723111286221149e-16im
4,4,4,5,7,7,-0.18558516575586723 + 7.604935491356716e-17im
4,4,4,6,1,6,0.9999999999999999 - 4.9303806576313194e-32im
4,4,4,6,2,3,0.4858682717566451 + 9.121536753841112e-17im
4,4,4,6,2,5,0.7861513777574228 + 0.0im
4,4,4,6,2,7,-0.3819660112501049 - 1.5652257892579095e-16im
4,4,4,6,3,6,-0.7861513777574222 + 1.7456067208541661e-16im
4,4,4,6,4,1,-0.4858682717566458 + 1.6669060909401007e-17im
4,4,4,6,4,2,0.38196601125010526 + 7.170908686297165e-17im
4,4,4,6,4,3,-0.6180339887498955 + 2.120337301570494e-17im
4,4,4,6,4,7,0.4858682717566451 + 9.12153675384111e-17im
4,4,4,6,5,1,0.6180339887498957 - 4.240674603140988e-17im
4,4,4,6,5,2,-0.48586827175664565 - 7.454630662901008e-17im
4,4,4,6,5,3,-0.48586827175664565 - 7.454630662901008e-17im
4,4,4,6,5,7,0.38196601125010404 + 1.4341817372594303e-16im
4,4,4,6,6,1,-0.3819660112501048 - 8.481349206281955e-17im
4,4,4,6,6,2,0.30028310600077723 + 1.3335248727520813e-16im
4,4,4,6,6,3,0.30028310600077723 - 2.2197801987717472e-32im
4,4,4,6,6,5,-0.7861513777574233 - 2.6971107111952987e-17im
4,4,4,6,6,7,-0.23606797749978906 - 5.24176207993919e-17im
4,4,4,6,7,1,0.4858682717566458 + 9.121536753841114e-17im
4,4,4,6,7,2,-0.38196601125010454 - 1.5652257892579152e-16im
4,4,4,6,7,3,0.23606797749978914 + 4.431865298353491e-17im
4,4,4,6,7,5,-0.6180339887498938 - 1.3723111286221149e-16im
4,4,4,6,7,7,-0.18558516575586723 - 7.604935491356716e-17im
4,4,4,7,1,7,0.9999999999999999 + 0.0im
4,4,4,7,2,3,0.3819660112501041 + 0.0im
4,4,4,7,2,4,0.7861513777574228 + 0.0im
4,4,4,7,2,5,-0.3819660112501049 + 1.5652257892579095e-16im
4,4,4,7,2,6,-0.3819660112501049 - 1.5652257892579095e-16im
4,4,4,7,2,7,0.1855851657558679 + 0.0im
4,4,4,7,3,2,0.9999999999999994 + 0.0im
4,4,4,7,3,7,0.48586827175664427 + 0.0im
4,4,4,7,4,1,0.6180339887498957 + 0.0im
4,4,4,7,4,2,0.30028310600077734 + 0.0im
4,4,4,7,4,3,0.7861513777574238 + 0.0im
4,4,4,7,4,7,0.38196601125010404 + 0.0im
4,4,4,7,5,1,0.4858682717566458 - 1.2455348935721314e-16im
4,4,4,7,5,2,0.23606797749978914 - 6.051658861524908e-17im
4,4,4,7,5,3,-0.38196601125010454 + 1.3104405199847945e-17im
4,4,4,7,5,6,-0.6180339887498938 - 9.482436683080176e-17im
4,4,4,7,5,7,-0.18558516575586723 + 6.367014706848949e-18im
4,4,4,7,6,1,0.4858682717566458 + 1.2455348935721314e-16im
4,4,4,7,6,2,0.23606797749978914 + 6.051658861524908e-17im
4,4,4,7,6,3,-0.38196601125010454 - 1.3104405199847945e-17im
4,4,4,7,6,5,-0.6180339887498938 + 9.482436683080176e-17im
4,4,4,7,6,7,-0.18558516575586723 - 6.367014706848949e-18im
4,4,4,7,7,1,0.3819660112501048 + 0.0im
4,4,4,7,7,2,0.18558516575586734 + 0.0im
4,4,4,7,7,3,0.18558516575586734 + 0.0im
4,4,4,7,7,4,0.9999999999999994 + 0.0im
4,4,4,7,7,5,0.3002831060007767 - 5.637419743505184e-17im
4,4,4,7,7,6,0.3002831060007767 + 5.637419743505184e-17im
4,4,4,7,7,7,0.09016994374947371 + 0.0im
