i,j,k,a,b,c,val
3,2,4,2,4,1,-0.7861513777574232 - 2.6971107111953e-17im
3,2,4,2,4,3,-0.48586827175664515 - 1.4122255026661437e-16im
3,2,4,2,4,4,-0.38196601125010404 - 1.3104405199848227e-17im
3,2,4,3,1,2,-0.7861513777574233 - 2.6971107111953008e-17im
3,2,4,3,1,3,-0.48586827175664515 + 7.454630662901054e-17im
3,2,4,3,1,4,-0.3819660112501041 - 1.3104405199847663e-17im
3,2,4,3,2,1,-0.7861513777574233 + 2.6971107111953008e-17im
3,2,4,3,2,4,0.6180339887498948 + 1.1602773984650707e-16im
3,2,4,3,3,1,-0.48586827175664565 - 1.4122255026661405e-16im
3,2,4,3,3,3,-0.7861513777574233 - 8.091332133585902e-17im
3,2,4,3,3,4,0.3819660112501043 + 2.620881039969589e-17im
3,2,4,3,4,1,-0.3819660112501045 - 1.3104405199847882e-17im
3,2,4,3,4,2,0.6180339887498945 - 1.1602773984650655e-16im
3,2,4,3,4,3,0.3819660112501051 + 2.6208810399695964e-17im
3,2,4,3,4,4,-0.18558516575586761 - 6.367014706848917e-18im
3,3,1,1,1,1,0.9999999999999999 - 7.39557098644698e-32im
3,3,1,2,1,1,0.9999999999999994 + 0.0im
3,3,1,3,1,1,-0.4858682717566454 - 1.9909979598622284e-16im
3,3,2,1,1,1,1.0 + 1.2325951644078301e-32im
3,3,2,1,2,2,1.0 + 4.9303806576313205e-32im
3,3,2,1,3,3,0.9999999999999999 - 9.86076131526264e-32im
3,3,2,2,1,2,0.6180339887498952 + 0.0im
3,3,2,2,1,3,0.7861513777574228 + 0.0im
3,3,2,2,2,1,1.0000000000000002 + 6.861555643110579e-17im
3,3,2,2,3,2,0.7861513777574238 + 0.0im
3,3,2,2,3,3,-0.6180339887498938 - 1.3723111286221149e-16im
3,3,2,3,1,2,-0.7861513777574233 + 2.6971107111953008e-17im
3,3,2,3,1,3,0.6180339887498938 + 1.160277398465071e-16im
3,3,2,3,2,3,-0.9999999999999996 - 3.430777821555285e-17im
3,3,2,3,3,1,-1.0 - 3.430777821555289e-17im
3,3,2,3,3,2,0.6180339887498941 + 1.160277398465067e-16im
3,3,2,3,3,3,0.30028310600077707 + 1.8972668471025934e-16im
3,3,3,1,1,1,1.0 + 1.23259516440783e-32im
3,3,3,1,2,2,0.9999999999999999 - 2.46519032881566e-32im
3,3,3,1,3,3,0.9999999999999999 - 4.9303806576313194e-32im
3,3,3,2,1,2,0.9999999999999999 + 2.46519032881566e-32im
3,3,3,2,2,1,0.6180339887498948 - 4.240674603140977e-17im
3,3,3,2,2,3,-0.7861513777574233 + 2.6971107111952987e-17im
3,3,3,2,3,1,-0.786151377757424 + 2.697110711195301e-17im
3,3,3,2,3,3,-0.6180339887498938 + 1.3723111286221149e-16im
3,3,3,3,1,3,0.9999999999999999 - 2.4651903288156597e-32im
3,3,3,3,2,1,-0.786151377757424 + 8.091332133585913e-17im
3,3,3,3,2,3,-0.6180339887498938 - 9.482436683080176e-17im
3,3,3,3,3,1,-0.6180339887498948 - 9.48243668308018e-17im
3,3,3,3,3,2,0.9999999999999994 + 0.0im
3,3,3,3,3,3,0.3002831060007767 + 5.637419743505184e-17im
3,3,4,1,1,1,1.0 - 7.39557098644698e-32im
3,3,4,1,2,2,1.0 + 7.39557098644698e-32im
3,3,4,1,3,3,0.9999999999999999 - 4.93038065763132e-32im
3,3,4,1,4,4,0.9999999999999999 - 7.39557098644698e-32im
3,3,4,2,1,2,0.6180339887498952 + 0.0im
3,3,4,2,1,4,0.7861513777574228 + 0.0im
3,3,4,2,2,3,-0.9999999999999996 - 3.430777821555293e-17im
3,3,4,2,3,1,-0.6180339887498955 + 2.1203373015704928e-17im
3,3,4,2,3,2,-0.6180339887498955 + 2.1203373015704897e-17im
3,3,4,2,3,4,0.4858682717566451 + 9.121536753841114e-17im
3,3,4,2,4,1,0.7861513777574238 + 0.0im
3,3,4,2,4,2,-0.48586827175664565 + 1.0788442844781203e-16im
3,3,4,2,4,4,0.38196601125010404 + 0.0im
3,3,4,3,1,2,0.4858682717566451 + 9.121536753841112e-17im
3,3,4,3,1,3,0.7861513777574228 + 0.0im
3,3,4,3,1,4,-0.3819660112501049 - 1.5652257892579095e-16im
3,3,4,3,2,1,-0.7861513777574233 - 2.6971107111953008e-17im
3,3,4,3,2,4,0.6180339887498938 - 1.160277398465071e-16im
3,3,4,3,3,1,-0.48586827175664565 - 7.454630662901008e-17im
3,3,4,3,3,2,0.7861513777574238 - 5.3942214223906053e-17im
3,3,4,3,3,4,0.38196601125010404 + 1.4341817372594303e-16im
3,3,4,3,4,1,-0.38196601125010454 - 1.5652257892579152e-16im
3,3,4,3,4,2,-0.38196601125010454 + 1.3104405199847979e-17im
3,3,4,3,4,3,-0.6180339887498938 - 1.3723111286221149e-16im
3,3,4,3,4,4,-0.18558516575586723 - 7.604935491356716e-17im
3,4,1,1,2,1,0.9999999999999999 - 2.46519032881566e-32im
3,4,1,1,3,1,-0.7861513777574235 - 1.7456067208541656e-16im
3,4,1,2,1,1,0.9999999999999999 - 6.162975822039149e-32im
3,4,1,2,3,1,-0.7861513777574223 - 1.7456067208541652e-16im
3,4,1,3,1,1,-0.9999999999999996 - 3.4307778215552914e-17im
3,4,1,3,3,1,0.7861513777574219 - 1.475895649734635e-16im
3,4,1,4,1,1,-0.7861513777574222 - 1.7456067208541661e-16im
3,4,1,4,2,1,1.272019649514069 - 3.135770538045568e-32im
3,4,1,4,3,1,-0.3819660112501045 - 8.481349206281894e-17im
3,4,2,1,1,1,1.272019649514069 + 7.83942634511392e-32im
3,4,2,1,2,3,0.9999999999999999 - 4.93038065763132e-32im
3,4,2,1,3,2,-1.2720196495140685 - 4.364016802135394e-17im
3,4,2,1,4,3,-0.7861513777574235 - 1.7456067208541654e-16im
3,4,2,2,1,3,0.9999999999999999 - 7.39557098644698e-32im
3,4,2,2,2,2,1.272019649514069 - 1.5678852690227843e-32im
3,4,2,2,3,1,-0.7861513777574232 - 8.091332133585902e-17im
3,4,2,2,3,3,0.6180339887498938 + 1.5843448587791682e-16im
3,4,2,2,4,1,0.9999999999999994 + 6.861555643110572e-17im
3,4,2,2,4,3,0.4858682717566443 + 2.1576885689562456e-16im
3,4,2,3,1,2,-0.7861513777574233 - 2.6971107111953008e-17im
3,4,2,3,1,3,0.6180339887498938 - 1.160277398465071e-16im
3,4,2,3,2,1,-1.2720196495140685 - 4.3640168021354e-17im
3,4,2,3,3,3,0.9999999999999994 + 6.861555643110572e-17im
3,4,2,3,4,2,-1.0 - 3.430777821555288e-17im
3,4,2,3,4,3,-0.4858682717566454 - 1.6669060909400964e-17im
3,4,2,4,1,2,0.9999999999999994 + 0.0im
3,4,2,4,1,3,0.48586827175664427 + 0.0im
3,4,2,4,2,3,-0.7861513777574234 - 1.7456067208541654e-16im
3,4,2,4,3,1,-1.0 - 1.0292333464665863e-16im
3,4,2,4,3,3,-0.4858682717566454 - 2.3243791780502477e-16im
3,4,2,4,4,1,-0.7861513777574219 + 1.2061845786150996e-16im
3,4,2,4,4,2,-0.7861513777574219 - 1.745606720854159e-16im
3,4,2,4,4,3,0.23606797749978947 + 1.0483524159878373e-16im
3,4,3,1,1,1,-1.2720196495140685 - 4.36401680213539e-17im
3,4,3,1,2,3,0.9999999999999999 + 0.0im
3,4,3,1,3,2,1.272019649514069 + 3.1357705380455685e-32im
3,4,3,1,4,3,-0.7861513777574223 - 1.7456067208541656e-16im
3,4,3,2,1,2,-0.7861513777574239 - 2.6971107111952987e-17im
3,4,3,2,1,3,-0.618033988749894 - 1.37231112862212e-16im
3,4,3,2,2,1,-1.2720196495140685 + 4.364016802135397e-17im
3,4,3,2,3,3,-0.9999999999999997 + 3.430777821555289e-17im
3,4,3,2,4,2,-0.9999999999999997 - 3.430777821555284e-17im
3,4,3,2,4,3,0.4858682717566455 - 1.1977577646128613e-32im
3,4,3,3,1,3,-0.9999999999999996 - 3.4307778215552914e-17im
3,4,3,3,2,2,1.272019649514069 + 6.271541076091137e-32im
3,4,3,3,3,1,-0.7861513777574228 + 2.697110711195297e-17im
3,4,3,3,3,3,-0.6180339887498941 + 1.3723111286221203e-16im
3,4,3,3,4,1,1.0000000000000002 + 3.6303480391370247e-32im
3,4,3,3,4,3,-0.4858682717566443 + 1.9909979598622324e-16im
3,4,3,4,1,2,-0.9999999999999996 - 3.4307778215552914e-17im
3,4,3,4,1,3,0.48586827175664543 + 2.157688568956239e-16im
3,4,3,4,2,3,-0.7861513777574222 + 1.7456067208541654e-16im
3,4,3,4,3,1,1.0000000000000002 - 6.861555643110582e-17im
3,4,3,4,3,3,-0.4858682717566443 + 1.6669060909401284e-17im
3,4,3,4,4,1,0.7861513777574228 + 1.4758956497346292e-16im
3,4,3,4,4,2,0.7861513777574219 - 1.475895649734635e-16im
3,4,3,4,4,3,0.23606797749978864 - 1.2963475657474128e-31im
3,4,4,1,1,1,1.0 - 2.465190328815659e-32im
3,4,4,1,2,1,-0.7861513777574223 - 1.745606720854166e-16im
3,4,4,1,3,4,0.9999999999999999 - 2.46519032881566e-32im
3,4,4,1,5,3,1.272019649514069 + 0.0im
3,4,4,1,6,2,-1.2720196495140685 - 4.364016802135394e-17im
3,4,4,1,7,4,-0.7861513777574223 - 1.7456067208541654e-16im
3,4,4,2,1,2,1.0 + 1.2325951644078301e-32im
3,4,4,2,2,3,-0.7861513777574239 - 2.6971107111952977e-17im
3,4,4,2,2,4,-0.618033988749894 - 1.3723111286221198e-16im
3,4,4,2,3,2,-0.7861513777574223 + 1.745606720854166e-16im
3,4,4,2,4,1,0.6180339887498952 + 0.0im
3,4,4,2,4,4,0.7861513777574228 + 0.0im
3,4,4,2,5,1,-0.7861513777574232 + 2.6971107111953008e-17im
3,4,4,2,5,4,0.6180339887498938 + 1.1602773984650711e-16im
3,4,4,2,6,1,0.4858682717566451 + 1.2455348935721305e-16im
3,4,4,2,6,3,0.7861513777574228 + 5.394221422390598e-17im
3,4,4,2,6,4,-0.3819660112501049 - 1.3104405199847974e-17im
3,4,4,2,7,1,-0.6180339887498938 - 1.3723111286221149e-16im
3,4,4,2,7,3,0.6180339887498938 + 1.5843448587791682e-16im
3,4,4,2,7,4,-0.30028310600077707 - 6.667624363760411e-17im
3,4,4,3,1,3,0.9999999999999999 + 2.46519032881566e-32im
3,4,4,3,2,2,-0.7861513777574233 - 2.6971107111953008e-17im
3,4,4,3,2,4,0.6180339887498938 - 1.160277398465071e-16im
3,4,4,3,3,3,-0.7861513777574234 - 1.7456067208541661e-16im
3,4,4,3,4,1,-0.6180339887498955 - 2.1203373015704897e-17im
3,4,4,3,4,4,-0.7861513777574233 - 2.6971107111953024e-17im
3,4,4,3,5,1,-0.48586827175664526 + 1.0788442844781214e-16im
3,4,4,3,5,2,0.7861513777574235 + 2.854003112706532e-32im
3,4,4,3,5,4,0.3819660112501051 + 9.522321324660056e-33im
3,4,4,3,6,1,0.7861513777574238 + 5.3942214223906035e-17im
3,4,4,3,6,4,-0.6180339887498938 + 9.482436683080176e-17im
3,4,4,3,7,1,0.6180339887498941 - 1.160277398465067e-16im
3,4,4,3,7,2,0.6180339887498945 - 1.1602773984650655e-16im
3,4,4,3,7,4,0.30028310600077707 - 5.637419743505186e-17im
3,4,4,4,1,4,0.9999999999999999 - 2.4651903288156597e-32im
3,4,4,4,2,2,-0.6180339887498938 - 1.3723111286221149e-16im
3,4,4,4,2,3,0.6180339887498938 - 1.160277398465071e-16im
3,4,4,4,2,4,-0.30028310600077707 - 6.667624363760339e-17im
3,4,4,4,3,1,0.9999999999999994 + 0.0im
3,4,4,4,3,4,0.48586827175664515 - 1.7246737959250638e-31im
3,4,4,4,4,1,-0.48586827175664565 - 1.0788442844781203e-16im
3,4,4,4,4,4,-0.6180339887498938 - 1.3723111286221149e-16im
3,4,4,4,5,1,-0.3819660112501045 + 1.3104405199848087e-17im
3,4,4,4,5,2,-1.0 + 3.430777821555289e-17im
3,4,4,4,5,4,0.30028310600077707 + 5.637419743505186e-17im
3,4,4,4,6,1,-0.38196601125010454 - 1.8273138932548743e-16im
3,4,4,4,6,3,0.9999999999999994 + 6.861555643110572e-17im
3,4,4,4,6,4,0.3002831060007767 + 7.697828984015585e-17im
3,4,4,4,7,1,-0.3002831060007766 - 6.667624363760406e-17im
3,4,4,4,7,2,0.48586827175664465 - 2.2197801987717472e-32im
3,4,4,4,7,3,-0.4858682717566454 - 1.6669060909400964e-17im
3,4,4,4,7,4,-0.14589803375031493 - 3.239587126342761e-17im
4,1,1,1,1,1,1.0 + 0.0im
4,1,1,1,2,2,0.6180339887498952 + 0.0im
4,1,1,1,2,3,0.7861513777574228 + 0.0im
4,1,1,2,1,2,1.0 + 0.0im
4,1,1,2,2,1,0.6180339887498952 + 0.0im
4,1,1,2,2,3,0.7861513777574228 + 0.0im
4,1,1,3,1,3,0.9999999999999999 + 0.0im
4,1,1,3,2,1,0.7861513777574238 + 0.0im
4,1,1,3,2,2,0.7861513777574238 + 0.0im
4,1,1,3,2,3,0.38196601125010404 + 0.0im
4,1,2,1,1,2,0.6180339887498952 + 0.0im
4,1,2,1,1,4,0.7861513777574228 + 0.0im
4,1,2,2,1,1,0.6180339887498952 + 4.240674603140982e-17im
4,1,2,2,1,3,-0.6180339887498947 + 2.1203373015704894e-17im
4,1,2,2,1,4,-0.4858682717566448 - 1.0788442844781201e-16im
4,1,2,3,1,1,-0.48586827175664565 + 7.454630662901014e-17im
4,1,2,3,1,2,-0.48586827175664565 - 1.0788442844781203e-16im
4,1,2,3,1,3,0.4858682717566451 + 9.121536753841111e-17im
4,1,2,3,1,4,-0.2360679774997889 - 5.241762079939184e-17im
4,1,3,1,1,2,0.6180339887498952 + 0.0im
4,1,3,1,1,4,0.7861513777574228 + 0.0im
4,1,3,2,1,1,0.6180339887498952 - 4.240674603140982e-17im
4,1,3,2,1,3,-0.6180339887498947 - 2.1203373015704894e-17im
4,1,3,2,1,4,-0.4858682717566448 + 1.0788442844781201e-16im
4,1,3,3,1,1,-0.48586827175664565 - 7.454630662901014e-17im
4,1,3,3,1,2,-0.48586827175664565 + 1.0788442844781203e-16im
4,1,3,3,1,3,0.4858682717566451 - 9.121536753841111e-17im
4,1,3,3,1,4,-0.2360679774997889 + 5.241762079939184e-17im
4,1,4,1,1,1,0.6180339887498952 + 0.0im
4,1,4,1,1,2,0.7861513777574228 + 0.0im
4,1,4,1,2,4,0.9999999999999999 + 0.0im
4,1,4,1,3,3,0.6180339887498952 + 0.0im
4,1,4,1,3,7,0.7861513777574228 + 0.0im
4,1,4,2,1,4,0.3819660112501054 + 0.0im
4,1,4,2,1,5,-0.48586827175664565 - 1.6669060909401053e-17im
4,1,4,2,1,6,-0.48586827175664565 + 1.6669060909401053e-17im
4,1,4,2,1,7,0.6180339887498945 + 0.0im
4,1,4,2,2,1,0.6180339887498952 + 0.0im
4,1,4,2,2,3,0.7861513777574228 + 0.0im
4,1,4,2,3,2,0.6180339887498952 + 0.0im
4,1,4,2,3,4,0.485868271756646 + 0.0im
4,1,4,2,3,5,0.38196601125010465 + 9.791789726266758e-17im
4,1,4,2,3,6,0.38196601125010465 - 9.791789726266758e-17im
4,1,4,2,3,7,0.3002831060007768 + 0.0im
4,1,4,3,1,3,0.6180339887498952 + 0.0im
4,1,4,3,1,4,0.485868271756646 + 0.0im
4,1,4,3,1,5,0.38196601125010465 - 7.170908686297164e-17im
4,1,4,3,1,6,0.38196601125010465 + 7.170908686297164e-17im
4,1,4,3,1,7,0.30028310600077673 + 0.0im
4,1,4,3,2,2,0.6180339887498952 + 0.0im
4,1,4,3,2,7,0.7861513777574228 + 0.0im
4,1,4,3,3,1,0.6180339887498931 + 0.0im
4,1,4,3,3,2,0.30028310600077734 + 0.0im
4,1,4,3,3,3,0.30028310600077734 + 0.0im
4,1,4,3,3,4,0.6180339887498952 + 0.0im
4,1,4,3,3,5,-0.3002831060007771 - 1.030204620255203e-17im
4,1,4,3,3,6,-0.3002831060007771 + 1.030204620255203e-17im
4,1,4,3,3,7,0.14589803375031488 + 0.0im
4,2,1,1,1,2,-0.7861513777574232 - 2.6971107111953008e-17im
4,2,1,1,1,3,0.6180339887498947 - 1.1602773984650704e-16im
4,2,1,2,1,1,-0.7861513777574232 - 2.6971107111953008e-17im
4,2,1,2,1,3,0.6180339887498938 - 1.1602773984650711e-16im
4,2,1,3,1,2,0.7861513777574238 + 0.0im
4,2,1,3,1,3,-0.6180339887498938 - 1.3723111286221149e-16im
4,2,1,4,1,1,-1.0 - 3.430777821555288e-17im
4,2,1,4,1,2,0.6180339887498941 - 1.160277398465067e-16im
4,2,1,4,1,3,0.30028310600077707 - 5.637419743505159e-17im
4,2,2,1,1,1,1.0 + 4.9303806576313205e-32im
4,2,2,1,2,3,-0.9999999999999997 - 3.430777821555287e-17im
4,2,2,1,3,2,-0.7861513777574232 - 2.6971107111953008e-17im
4,2,2,1,3,4,0.6180339887498938 - 1.1602773984650711e-16im
4,2,2,2,1,2,1.0 + 0.0im
4,2,2,2,2,1,0.6180339887498952 + 8.481349206281961e-17im
4,2,2,2,2,4,0.7861513777574228 + 5.394221422390598e-17im
4,2,2,2,3,1,0.4858682717566451 - 5.787724571960922e-17im
4,2,2,2,3,3,0.7861513777574228 + 0.0im
4,2,2,2,3,4,-0.3819660112501049 - 1.3104405199847974e-17im
4,2,2,3,1,3,0.9999999999999999 - 4.9303806576313194e-32im
4,2,2,3,2,1,-0.6180339887498955 - 6.361011904711476e-17im
4,2,2,3,2,2,-0.6180339887498955 - 2.1203373015704897e-17im
4,2,2,3,2,4,0.4858682717566451 + 1.2455348935721302e-16im
4,2,2,3,3,1,0.7861513777574238 + 5.3942214223906053e-17im
4,2,2,3,3,2,-0.48586827175664565 - 1.0788442844781203e-16im
4,2,2,3,3,4,0.38196601125010404 + 1.6962698412563896e-16im
4,2,2,4,1,4,0.9999999999999999 + 0.0im
4,2,2,4,2,1,-0.48586827175664565 + 4.1208184810208135e-17im
4,2,2,4,2,2,0.7861513777574238 + 5.3942214223906053e-17im
4,2,2,4,2,4,0.38196601125010404 + 2.6208810399695902e-17im
4,2,2,4,3,1,-0.38196601125010454 + 1.3031376852609562e-16im
4,2,2,4,3,2,-0.38196601125010454 - 1.3104405199847979e-17im
4,2,2,4,3,3,-0.6180339887498938 - 1.3723111286221149e-16im
4,2,2,4,3,4,-0.18558516575586723 - 6.3670147068488734e-18im
4,2,3,1,1,1,-0.9999999999999997 - 3.430777821555285e-17im
4,2,3,1,2,3,0.9999999999999999 + 1.23259516440783e-32im
4,2,3,1,3,2,-0.7861513777574232 - 2.6971107111953008e-17im
4,2,3,1,3,4,0.6180339887498947 - 1.1602773984650704e-16im
4,2,3,2,1,3,0.6180339887498949 + 4.240674603140993e-17im
4,2,3,2,1,4,-0.7861513777574229 - 2.697110711195304e-17im
4,2,3,2,2,2,-0.9999999999999997 + 3.430777821555289e-17im
4,2,3,2,3,1,-0.7861513777574232 + 2.6971107111953017e-17im
4,2,3,2,3,3,-0.48586827175664515 + 7.454630662901054e-17im
4,2,3,2,3,4,-0.38196601125010404 + 1.565225789257913e-16im
4,2,3,3,1,2,0.6180339887498952 + 0.0im
4,2,3,3,1,3,-0.6180339887498948 - 2.1203373015704894e-17im
4,2,3,3,1,4,-0.4858682717566448 - 1.0788442844781201e-16im
4,2,3,3,2,1,1.0000000000000002 - 6.861555643110579e-17im
4,2,3,3,3,2,-0.48586827175664565 + 1.0788442844781203e-16im
4,2,3,3,3,3,-0.7861513777574233 - 2.6971107111953005e-17im
4,2,3,3,3,4,0.3819660112501043 - 1.7450832615830558e-32im
4,2,3,4,1,2,-0.7861513777574233 - 2.6971107111953008e-17im
4,2,3,4,1,3,-0.48586827175664515 + 7.454630662901054e-17im
4,2,3,4,1,4,-0.3819660112501041 - 1.3104405199847663e-17im
4,2,3,4,2,4,-0.9999999999999996 + 3.430777821555285e-17im
4,2,3,4,3,1,0.6180339887498945 + 1.1602773984650662e-16im
4,2,3,4,3,2,-0.3819660112501045 + 1.5652257892579103e-16im
4,2,3,4,3,3,0.3819660112501051 - 1.4341817372594308e-16im
4,2,3,4,3,4,-0.18558516575586761 + 7.60493549135671e-17im
4,2,4,1,1,1,-0.7861513777574233 - 2.6971107111953008e-17im
4,2,4,1,1,2,0.6180339887498938 - 1.1602773984650711e-16im
4,2,4,1,2,5,0.9999999999999999 - 1.23259516440783e-32im
4,2,4,1,3,6,-0.9999999999999997 - 3.430777821555287e-17im
4,2,4,1,4,3,-0.7861513777574232 - 2.6971107111953008e-17im
4,2,4,1,4,7,0.6180339887498938 - 1.1602773984650711e-16im
4,2,4,2,1,4,-0.48586827175664615 - 1.6669060909401096e-17im
4,2,4,2,1,5,-0.38196601125010476 + 5.860468166312392e-17im
4,2,4,2,1,6,0.6180339887498952 + 2.7733391199176196e-32im
4,2,4,2,1,7,0.4858682717566448 - 9.121536753841144e-17im
4,2,4,2,2,1,-0.7861513777574233 + 2.6971107111953008e-17im
4,2,4,2,2,3,0.6180339887498938 + 1.1602773984650711e-16im
4,2,4,2,3,2,0.6180339887498952 + 4.2406746031409807e-17im
4,2,4,2,3,5,-0.6180339887498947 - 6.361011904711468e-17im
4,2,4,2,3,7,-0.4858682717566448 + 7.45463066290101e-17im
4,2,4,2,4,2,0.4858682717566451 - 9.121536753841112e-17im
4,2,4,2,4,4,-0.6180339887498947 - 2.1203373015704894e-17im
4,2,4,2,4,5,0.30028310600077757 + 2.0604092405104065e-17im
4,2,4,2,4,6,-0.4858682717566448 + 1.0788442844781201e-16im
4,2,4,2,4,7,0.23606797749978922 - 4.4318652983535017e-17im
4,2,4,3,1,3,0.6180339887498952 + 0.0im
4,2,4,3,1,5,-0.6180339887498948 - 2.1203373015704894e-17im
4,2,4,3,1,7,-0.4858682717566448 - 1.0788442844781201e-16im
4,2,4,3,2,6,-0.9999999999999996 + 3.430777821555293e-17im
4,2,4,3,3,1,-0.4858682717566448 - 1.6669060909400982e-17im
4,2,4,3,3,2,0.38196601125010526 + 9.791789726266766e-17im
4,2,4,3,3,3,0.38196601125010526 - 7.170908686297165e-17im
4,2,4,3,3,5,0.6180339887498952 + 4.2406746031409794e-17im
4,2,4,3,3,7,-0.3002831060007771 - 1.0302046202551995e-17im
4,2,4,3,4,1,0.6180339887498943 + 4.0337200434855827e-32im
4,2,4,3,4,2,-0.48586827175664565 - 1.0788442844781208e-16im
4,2,4,3,4,3,0.30028310600077734 + 0.0im
4,2,4,3,4,5,0.4858682717566451 + 1.2455348935721305e-16im
4,2,4,3,4,7,-0.2360679774997889 - 5.241762079939183e-17im
4,2,4,4,1,3,0.4858682717566451 - 9.121536753841112e-17im
4,2,4,4,1,4,-0.6180339887498948 - 2.1203373015704894e-17im
4,2,4,4,1,5,0.3002831060007775 - 1.1274839487010363e-16im
4,2,4,4,1,6,-0.4858682717566448 - 1.0788442844781201e-16im
4,2,4,4,1,7,0.23606797749978925 - 4.431865298353481e-17im
4,2,4,4,2,2,-0.7861513777574233 + 2.6971107111953008e-17im
4,2,4,4,2,7,0.6180339887498938 + 1.160277398465071e-16im
4,2,4,4,3,1,0.6180339887498943 + 4.2406746031409844e-17im
4,2,4,4,3,2,0.30028310600077734 + 2.0604092405104092e-17im
4,2,4,4,3,3,-0.48586827175664565 + 7.454630662901008e-17im
4,2,4,4,3,5,0.4858682717566451 - 5.787724571960919e-17im
4,2,4,4,3,7,-0.2360679774997889 + 3.6219685167678075e-17im
4,2,4,4,4,1,0.4858682717566448 - 9.121536753841092e-17im
4,2,4,4,4,2,0.23606797749978914 - 4.431865298353526e-17im
4,2,4,4,4,3,0.23606797749978914 - 4.431865298353491e-17im
4,2,4,4,4,4,-0.7861513777574233 - 2.6971107111953005e-17im
4,2,4,4,4,5,-0.23606797749978906 + 3.621968516767813e-17im
4,2,4,4,4,6,0.3819660112501043 - 1.7450832615830558e-32im
4,2,4,4,4,7,0.11469794024490895 - 2.153302733169263e-17im
4,3,1,1,1,2,-0.7861513777574232 + 2.6971107111953008e-17im
4,3,1,1,1,3,0.6180339887498947 + 1.1602773984650704e-16im
4,3,1,2,1,1,-0.7861513777574232 + 2.6971107111953008e-17im
4,3,1,2,1,3,0.6180339887498938 + 1.1602773984650711e-16im
4,3,1,3,1,2,0.7861513777574238 + 0.0im
4,3,1,3,1,3,-0.6180339887498938 + 1.3723111286221149e-16im
4,3,1,4,1,1,-1.0 + 3.430777821555288e-17im
4,3,1,4,1,2,0.6180339887498941 + 1.160277398465067e-16im
4,3,1,4,1,3,0.30028310600077707 + 5.637419743505159e-17im
4,3,2,1,1,1,-0.9999999999999997 + 3.430777821555285e-17im
4,3,2,1,2,3,0.9999999999999999 - 1.23259516440783e-32im
4,3,2,1,3,2,-0.7861513777574232 + 2.6971107111953008e-17im
4,3,2,1,3,4,0.6180339887498947 + 1.1602773984650704e-16im
4,3,2,2,1,3,0.6180339887498949 - 4.240674603140993e-17im
4,3,2,2,1,4,-0.7861513777574229 + 2.697110711195304e-17im
4,3,2,2,2,2,-0.9999999999999997 - 3.430777821555289e-17im
4,3,2,2,3,1,-0.7861513777574232 - 2.6971107111953017e-17im
4,3,2,2,3,3,-0.48586827175664515 - 7.454630662901054e-17im
4,3,2,2,3,4,-0.38196601125010404 - 1.565225789257913e-16im
4,3,2,3,1,2,0.6180339887498952 + 0.0im
4,3,2,3,1,3,-0.6180339887498948 + 2.1203373015704894e-17im
4,3,2,3,1,4,-0.4858682717566448 + 1.0788442844781201e-16im
4,3,2,3,2,1,1.0000000000000002 + 6.861555643110579e-17im
4,3,2,3,3,2,-0.48586827175664565 - 1.0788442844781203e-16im
4,3,2,3,3,3,-0.7861513777574233 + 2.6971107111953005e-17im
4,3,2,3,3,4,0.3819660112501043 + 1.7450832615830558e-32im
4,3,2,4,1,2,-0.7861513777574233 + 2.6971107111953008e-17im
4,3,2,4,1,3,-0.48586827175664515 - 7.454630662901054e-17im
4,3,2,4,1,4,-0.3819660112501041 + 1.3104405199847663e-17im
4,3,2,4,2,4,-0.9999999999999996 - 3.430777821555285e-17im
4,3,2,4,3,1,0.6180339887498945 - 1.1602773984650662e-16im
4,3,2,4,3,2,-0.3819660112501045 - 1.5652257892579103e-16im
4,3,2,4,3,3,0.3819660112501051 + 1.4341817372594308e-16im
4,3,2,4,3,4,-0.18558516575586761 - 7.60493549135671e-17im
4,3,3,1,1,1,1.0 - 4.9303806576313205e-32im
4,3,3,1,2,3,-0.9999999999999997 + 3.430777821555287e-17im
4,3,3,1,3,2,-0.7861513777574232 + 2.6971107111953008e-17im
4,3,3,1,3,4,0.6180339887498938 + 1.1602773984650711e-16im
4,3,3,2,1,2,1.0 + 0.0im
4,3,3,2,2,1,0.6180339887498952 - 8.481349206281961e-17im
4,3,3,2,2,4,0.7861513777574228 - 5.394221422390598e-17im
4,3,3,2,3,1,0.4858682717566451 + 5.787724571960922e-17im
4,3,3,2,3,3,0.7861513777574228 + 0.0im
4,3,3,2,3,4,-0.3819660112501049 + 1.3104405199847974e-17im
4,3,3,3,1,3,0.9999999999999999 + 4.9303806576313194e-32im
4,3,3,3,2,1,-0.6180339887498955 + 6.361011904711476e-17im
4,3,3,3,2,2,-0.6180339887498955 + 2.1203373015704897e-17im
4,3,3,3,2,4,0.4858682717566451 - 1.2455348935721302e-16im
4,3,3,3,3,1,0.7861513777574238 - 5.3942214223906053e-17im
4,3,3,3,3,2,-0.48586827175664565 + 1.0788442844781203e-16im
4,3,3,3,3,4,0.38196601125010404 - 1.6962698412563896e-16im
4,3,3,4,1,4,0.9999999999999999 + 0.0im
4,3,3,4,2,1,-0.48586827175664565 - 4.1208184810208135e-17im
4,3,3,4,2,2,0.7861513777574238 - 5.3942214223906053e-17im
