irrep,M1,Y,N2,N1,M2,row,n,m,col,val
2,2,1,1,2,1,1,1,1,1,-0.054371095859654835 - 1.167054451724645e-16im
2,2,1,1,2,1,2,1,1,1,0.8164965809277257 + 0.0im
2,2,1,1,2,1,3,1,1,1,0.577350269189626 + 0.0im
2,2,2,2,2,2,1,1,1,1,0.7327228169321567 + 0.0im
2,2,2,2,2,2,2,1,1,1,-0.4082482904638637 + 4.136017628044898e-16im
2,2,2,2,2,2,3,1,1,1,0.577350269189626 - 5.849212223795289e-16im
2,2,3,3,2,3,1,1,1,1,-0.6783517210725019 + 8.745581475474143e-16im
2,2,3,3,2,3,2,1,1,1,-0.40824829046386324 + 9.02846561559391e-16im
2,2,3,3,2,3,3,1,1,1,0.5773502691896254 - 1.2768178520992045e-15im
2,3,1,1,3,2,1,1,1,1,-0.11463338898055142 + 0.01447932791450287im
2,3,1,1,3,2,2,1,1,1,0.8121927623852262 + 0.0im
2,3,1,1,3,2,3,1,1,1,0.5773502691896254 + 4.847941656025595e-16im
2,3,2,2,3,3,1,1,1,1,0.7572700776960929 + 0.0im
2,3,2,2,3,3,2,1,1,1,-0.426864687803057 + 0.06946844598323948im
2,3,2,2,3,3,3,1,1,1,0.5773502691896261 + 0.0im
2,3,3,3,3,1,1,1,1,1,-0.6426366887155415 - 0.014479327914502599im
2,3,3,3,3,1,2,1,1,1,-0.38532807458216967 - 0.06946844598323872im
2,3,3,3,3,1,3,1,1,1,0.5773502691896257 - 2.274889283256542e-16im
2,4,1,1,4,3,1,1,1,1,-0.09393134715548289 + 0.11336886092269839im
2,4,1,1,4,3,2,1,1,1,0.8127993064796007 + 0.0im
2,4,1,1,4,3,3,1,1,1,0.5773502691896256 - 5.121352313080722e-17im
2,4,2,2,4,1,1,1,1,1,-0.6462371667866477 - 0.1133688609226989im
2,4,2,2,4,1,2,1,1,1,-0.46346287695224125 + 0.03552117733485069im
2,4,2,2,4,1,3,1,1,1,0.5773502691896262 + 0.0im
2,4,3,3,4,2,1,1,1,1,0.7401685139421308 + 0.0im
2,4,3,3,4,2,2,1,1,1,-0.34933642952735977 - 0.035521177334850385im
2,4,3,3,4,2,3,1,1,1,0.5773502691896257 - 5.826001086219498e-16im
3,1,1,2,1,1,1,1,1,1,-0.3333333333333336 - 2.0833436375398625e-15im
3,1,1,2,1,2,1,1,1,1,0.3333333333333336 - 0.0im
3,1,1,2,1,3,1,1,1,1,-0.333333333333333 - 2.4180447465216765e-15im
3,1,2,3,1,1,1,1,1,1,-0.33333333333333326 - 2.336077127995518e-15im
3,1,2,3,1,2,1,1,1,1,0.3333333333333336 - 2.049190463153963e-17im
3,1,2,3,1,3,1,1,1,1,0.3333333333333336 + 4.849750762797713e-15im
3,1,3,1,1,1,1,1,1,1,-0.33333333333333354 - 1.898916495856006e-15im
3,1,3,1,1,2,1,1,1,1,-0.3333333333333333 - 2.267770779223719e-15im
3,1,3,1,1,3,1,1,1,1,0.3333333333333333 + 4.815597588411813e-15im
3,2,1,2,3,2,1,1,1,1,-0.6752015743048991 + 0.02980733732568913im
3,2,1,2,3,2,2,1,1,1,-0.6334352963392872 + 0.14711200659782409im
3,2,1,2,3,2,3,1,1,1,0.5773502691896256 + 5.204526347159426e-16im
3,2,2,3,3,3,1,1,1,1,0.7340710233413619 + 0.0im
3,2,2,3,3,3,2,1,1,1,-0.10450420730373 - 0.14711200659782395im
3,2,2,3,3,3,3,1,1,1,0.5773502691896261 + 0.0im
3,2,3,1,3,1,1,1,1,1,-0.05886944903646287 - 0.02980733732568972im
3,2,3,1,3,1,2,1,1,1,0.7379395036430166 + 0.0im
3,2,3,1,3,1,3,1,1,1,0.5773502691896256 + 4.2874923228063993e-16im
3,3,1,2,4,3,1,1,1,1,-0.40824829046386324 - 3.4498974077426185e-17im
3,3,1,2,4,3,2,1,1,1,-0.6277409739402293 - 0.25475920444467526im
3,3,1,2,4,3,3,1,1,1,0.577350269189626 - 8.299037723758234e-18im
3,3,2,3,4,1,1,1,1,1,0.816496580927726 + 0.0im
3,3,2,3,4,1,2,1,1,1,0.6874393560935274 + 0.0im
3,3,2,3,4,1,3,1,1,1,0.577350269189626 + 0.0im
3,3,3,1,4,2,1,1,1,1,-0.40824829046386296 - 3.8578469777552035e-17im
3,3,3,1,4,2,2,1,1,1,-0.059698382153298146 + 0.2547592044446753im
3,3,3,1,4,2,3,1,1,1,0.5773502691896256 - 2.5297595769974812e-18im
3,4,1,2,2,1,1,1,1,1,-0.5120230296332252 - 0.08675771329962093im
3,4,1,2,2,1,2,1,1,1,0.73476376859497 + 0.0im
3,4,1,2,2,1,3,1,1,1,0.5773502691896256 + 5.158679025555629e-16im
3,4,2,3,2,2,1,1,1,1,0.7999300859528911 + 0.0im
3,4,2,3,2,2,2,1,1,1,-0.05931205888987155 + 0.013588080931855338im
3,4,2,3,2,2,3,1,1,1,0.5773502691896262 + 0.0im
3,4,3,1,2,3,1,1,1,1,-0.28790705631966573 + 0.08675771329962079im
3,4,3,1,2,3,2,1,1,1,-0.6754517097050983 - 0.01358808093185454im
3,4,3,1,2,3,3,1,1,1,0.5773502691896256 - 1.76170251720403e-16im
4,1,1,3,1,1,1,1,1,1,-0.3333333333333335 - 1.971440899595144e-15im
4,1,1,3,1,2,1,1,1,1,-0.33333333333333315 - 2.2797766848155903e-15im
4,1,1,3,1,3,1,1,1,1,0.3333333333333332 + 4.916459630160613e-15im
4,1,2,1,1,1,1,1,1,1,-0.33333333333333337 - 2.021746034736595e-15im
4,1,2,1,1,2,1,1,1,1,0.3333333333333336 + 0.0im
4,1,2,1,1,3,1,1,1,1,-0.333333333333333 - 2.3088322370093594e-15im
4,1,3,2,1,1,1,1,1,1,-0.333333333333333 - 2.281077679689938e-15im
4,1,3,2,1,2,1,1,1,1,0.3333333333333335 - 8.239634204203198e-17im
4,1,3,2,1,3,1,1,1,1,0.33333333333333337 + 4.859215855689307e-15im
4,2,1,3,4,3,1,1,1,1,-0.27793229918145457 + 0.12662637438520802im
4,2,1,3,4,3,2,1,1,1,0.7980865722353753 + 0.0im
4,2,1,3,4,3,3,1,1,1,0.5773502691896254 - 6.717932146237175e-16im
4,2,2,1,4,1,1,1,1,1,-0.5137443445135425 - 0.1266263743852082im
4,2,2,1,4,1,2,1,1,1,-0.54296805500288 + 0.03973698924850505im
4,2,2,1,4,1,3,1,1,1,0.5773502691896261 + 0.0im
4,2,3,2,4,2,1,1,1,1,0.7916766436949974 + 0.0im
4,2,3,2,4,2,2,1,1,1,-0.255118517232495 - 0.03973698924850573im
4,2,3,2,4,2,3,1,1,1,0.5773502691896256 - 5.469416395085665e-16im
4,3,1,3,2,1,1,1,1,1,-0.03197443347215598 + 0.0948773728450778im
4,3,1,3,2,1,2,1,1,1,0.8164965809277258 + 0.0im
4,3,1,3,2,1,3,1,1,1,0.5773502691896257 - 3.9909856209574563e-17im
4,3,2,1,2,2,1,1,1,1,-0.6841781286110886 - 0.09487737284507841im
4,3,2,1,2,2,2,1,1,1,-0.40824829046386313 - 3.4594311003425746e-17im
4,3,2,1,2,2,3,1,1,1,0.5773502691896258 + 0.0im
4,3,3,2,2,3,1,1,1,1,0.7161525620832446 + 0.0im
4,3,3,2,2,3,2,1,1,1,-0.4082482904638631 + 3.1077725911670953e-16im
4,3,3,2,2,3,3,1,1,1,0.5773502691896257 - 4.884291585219856e-16im
4,4,1,3,3,2,1,1,1,1,-0.20153245241494713 + 0.27922218907355545im
4,4,1,3,3,2,2,1,1,1,0.7327586178234866 + 0.0im
4,4,1,3,3,2,3,1,1,1,0.5773502691896257 - 3.107373695300351e-17im
4,4,2,1,3,3,1,1,1,1,-0.5249920914333585 - 0.27922218907355545im
4,4,2,1,3,3,2,1,1,1,-0.6743727097445581 + 0.049382902380248284im
4,4,2,1,3,3,3,1,1,1,0.5773502691896258 + 0.0im
4,4,3,2,3,1,1,1,1,1,0.7265245438483057 + 0.0im
4,4,3,2,3,1,2,1,1,1,-0.05838590807892858 - 0.04938290238024838im
4,4,3,2,3,1,3,1,1,1,0.5773502691896257 - 5.131867660525131e-17im
