i,j,k,a,b,c,val
4,4,4,4,3,7,0.0 + 0.4330127018922194im
4,4,4,4,3,9,0.0 - 0.4330127018922194im
4,4,4,4,4,2,-0.6123724356957929 + 0.0im
4,4,4,4,4,7,-0.0 + 0.4330127018922194im
4,4,4,4,4,9,0.0 - 0.4330127018922194im
4,4,4,4,5,3,0.6123724356957929 + 0.0im
4,4,4,4,5,4,0.612372435695794 + 0.0im
4,4,4,4,6,5,0.612372435695794 + 0.0im
4,4,4,4,6,7,0.2500000000000001 + 0.0im
4,4,4,4,6,8,-1.0000000000000004 - 0.0im
4,4,4,4,6,9,0.2500000000000001 + 0.0im
4,4,4,4,7,1,-0.0 + 0.4330127018922191im
4,4,4,4,7,3,0.7499999999999991 + 0.0im
4,4,4,4,7,4,-0.25 - 0.0im
4,4,4,4,7,6,0.0 + 0.4330127018922191im
4,4,4,4,8,4,1.0 + 0.0im
4,4,4,4,9,1,0.0 - 0.4330127018922191im
4,4,4,4,9,3,0.7499999999999999 + 0.0im
4,4,4,4,9,4,-0.25 - 0.0im
4,4,4,4,9,6,0.0 - 0.4330127018922196im
4,4,4,5,1,1,0.6123724356957929 + 0.0im
4,4,4,5,1,6,-0.6123724356957929 - 0.0im
4,4,4,5,2,7,0.0 + 0.8660254037844388im
4,4,4,5,2,9,0.0 - 0.8660254037844388im
4,4,4,5,3,3,-0.6123724356957929 - 0.0im
4,4,4,5,3,4,0.6123724356957929 + 0.0im
4,4,4,5,4,3,0.6123724356957929 + 0.0im
4,4,4,5,4,4,-0.612372435695794 + 0.0im
4,4,4,5,5,7,0.5000000000000002 + 0.0im
4,4,4,5,5,8,1.0000000000000004 + 0.0im
4,4,4,5,5,9,0.5000000000000002 + 0.0im
4,4,4,5,6,1,-0.6123724356957929 + 0.0im
4,4,4,5,6,6,0.612372435695794 + 0.0im
4,4,4,5,7,2,0.0 - 0.8660254037844382im
4,4,4,5,7,5,0.5 + 0.0im
4,4,4,5,8,5,1.0 + 0.0im
4,4,4,5,9,2,0.0 + 0.8660254037844382im
4,4,4,5,9,5,0.5 + 0.0im
4,4,4,6,1,2,0.6123724356957929 + 0.0im
4,4,4,6,1,7,0.0 + 0.4330127018922194im
4,4,4,6,1,9,0.0 - 0.4330127018922194im
4,4,4,6,2,3,0.6123724356957929 + 0.0im
4,4,4,6,2,4,0.6123724356957929 + 0.0im
4,4,4,6,3,5,-0.6123724356957929 - 0.0im
4,4,4,6,3,7,-0.7499999999999999 - 0.0im
4,4,4,6,3,9,-0.7499999999999999 - 0.0im
4,4,4,6,4,5,-0.612372435695794 + 0.0im
4,4,4,6,4,7,0.2500000000000001 + 0.0im
4,4,4,6,4,8,-1.0000000000000004 - 0.0im
4,4,4,6,4,9,0.2500000000000001 + 0.0im
4,4,4,6,5,1,-0.6123724356957929 + 0.0im
4,4,4,6,5,6,-0.612372435695794 + 0.0im
4,4,4,6,6,2,0.6123724356957929 + 0.0im
4,4,4,6,6,7,-0.0 + 0.4330127018922194im
4,4,4,6,6,9,0.0 - 0.4330127018922194im
4,4,4,6,7,1,0.7499999999999991 + 0.0im
4,4,4,6,7,3,-0.0 + 0.4330127018922191im
4,4,4,6,7,4,0.0 + 0.4330127018922191im
4,4,4,6,7,6,-0.25 - 0.0im
4,4,4,6,8,6,1.0 + 0.0im
4,4,4,6,9,1,0.7499999999999999 + 0.0im
4,4,4,6,9,3,0.0 - 0.4330127018922191im
4,4,4,6,9,4,0.0 - 0.4330127018922196im
4,4,4,6,9,6,-0.25 - 0.0im
4,4,4,7,1,1,-0.2499999999999995 - 0.0im
4,4,4,7,1,3,0.0 + 0.4330127018922182im
4,4,4,7,1,4,0.0 - 0.4330127018922191im
4,4,4,7,1,6,-0.7499999999999991 + 0.0im
4,4,4,7,2,2,0.499999999999999 + 0.0im
4,4,4,7,2,5,0.0 + 0.8660254037844382im
4,4,4,7,3,1,0.0 + 0.4330127018922182im
4,4,4,7,3,3,-0.2499999999999995 - 0.0im
4,4,4,7,3,4,-0.7499999999999991 + 0.0im
4,4,4,7,3,6,0.0 - 0.4330127018922191im
4,4,4,7,4,1,0.0 - 0.4330127018922191im
4,4,4,7,4,3,-0.7499999999999991 + 0.0im
4,4,4,7,4,4,-0.25 - 0.0im
4,4,4,7,4,6,0.0 + 0.4330127018922191im
4,4,4,7,5,2,0.0 + 0.8660254037844382im
4,4,4,7,5,5,0.5 + 0.0im
4,4,4,7,6,1,-0.7499999999999991 + 0.0im
4,4,4,7,6,3,0.0 - 0.4330127018922191im
4,4,4,7,6,4,0.0 + 0.4330127018922191im
4,4,4,7,6,6,-0.25 - 0.0im
4,4,4,7,7,9,-1.0 - 0.0im
4,4,4,7,8,7,1.0 + 0.0im
4,4,4,7,9,8,1.0 + 0.0im
4,4,4,8,1,1,0.999999999999999 + 0.0im
4,4,4,8,2,2,0.999999999999999 + 0.0im
4,4,4,8,3,3,0.999999999999999 + 0.0im
4,4,4,8,4,4,1.0 + 0.0im
4,4,4,8,5,5,1.0 + 0.0im
4,4,4,8,6,6,1.0 + 0.0im
4,4,4,8,7,7,1.0 + 0.0im
4,4,4,8,8,8,1.0 + 0.0im
4,4,4,8,9,9,1.0 + 0.0im
4,4,4,9,1,1,-0.25 - 0.0im
4,4,4,9,1,3,0.0 - 0.4330127018922196im
4,4,4,9,1,4,-0.0 + 0.4330127018922191im
4,4,4,9,1,6,-0.7499999999999999 + 0.0im
4,4,4,9,2,2,0.5 + 0.0im
4,4,4,9,2,5,0.0 - 0.8660254037844382im
4,4,4,9,3,1,0.0 - 0.4330127018922196im
4,4,4,9,3,3,-0.25 - 0.0im
4,4,4,9,3,4,-0.7499999999999999 + 0.0im
4,4,4,9,3,6,-0.0 + 0.4330127018922191im
4,4,4,9,4,1,-0.0 + 0.4330127018922191im
4,4,4,9,4,3,-0.7499999999999999 + 0.0im
4,4,4,9,4,4,-0.25 - 0.0im
4,4,4,9,4,6,0.0 - 0.4330127018922196im
4,4,4,9,5,2,0.0 - 0.8660254037844382im
4,4,4,9,5,5,0.5 + 0.0im
4,4,4,9,6,1,-0.7499999999999999 + 0.0im
4,4,4,9,6,3,-0.0 + 0.4330127018922191im
4,4,4,9,6,4,0.0 - 0.4330127018922196im
4,4,4,9,6,6,-0.25 - 0.0im
4,4,4,9,7,8,1.0 + 0.0im
4,4,4,9,8,9,1.0 + 0.0im
4,4,4,9,9,7,-1.0 - 0.0im
