1,0
-0,-0.577350269189626
1,0
0,0.577350269189626
1,0
0,0.577350269189626
1,0
0,0.577350269189626
1,0
-0,-0.577350269189626
1,0
0,0.577350269189626
1,0
0,0.577350269189626
1,0
0,0.577350269189626
1,0
-0,-0.577350269189626
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
-0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
-0.577350269189626,0
1,0
-0.577350269189626,0
1,0
0.577350269189626,0
1,0
0.577350269189626,0
1,0
1,0
1,0
1,0
-1,0
1,0
-0.577350269189626,0.577350269189626
0.288675134594813,-0.288675134594813
0.288675134594813,-0.288675134594813
-1,0
1,0
1,0
1,0
1,0
-1,0
0.288675134594813,-0.288675134594813
-0.288675134594813,0.288675134594813
0.577350269189626,-0.577350269189626
1,0
1,0
-1,0
1,0
1,0
1,0
0.288675134594813,-0.288675134594813
-0.577350269189626,0.577350269189626
-0.288675134594813,0.288675134594813
-1,0
1,0
1,0
1,0
1,0
1,0
-0.288675134594813,0.288675134594813
0.288675134594813,-0.288675134594813
-0.577350269189626,0.577350269189626
1,0
1,0
1,0
1,0
-1,0
1,0
0.288675134594813,-0.288675134594813
-0.577350269189626,0.577350269189626
0.288675134594813,-0.288675134594813
1,0
-1,0
1,0
1,0
1,0
-1,0
0.577350269189626,-0.577350269189626
0.288675134594813,-0.288675134594813
-0.288675134594813,0.288675134594813
1,0
1,0
-1,0
1,0
1,0
-1,0
-0.288675134594813,0.288675134594813
0.577350269189626,-0.577350269189626
0.288675134594813,-0.288675134594813
1,0
-1,0
1,0
1,0
1,0
1,0
-0.577350269189626,0.577350269189626
-0.288675134594813,0.288675134594813
0.288675134594813,-0.288675134594813
1,0
1,0
1,0
1,0
-1,0
1,0
0.288675134594813,-0.288675134594813
0.288675134594813,-0.288675134594813
-0.577350269189626,0.577350269189626
0.5,0.5
-0.5,-0.5
0.5,0.5
0.5,0.5
-0.5,-0.5
-0.5,-0.5
-0.5,-0.5
-0.5,-0.5
-0.5,-0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
-0.5,-0.5
-0.5,-0.5
0.5,0.5
-0.5,-0.5
